total_return,cagr,ann_vol,sharpe,max_drawdown,transaction_cost_bps,run_id
0.25171137807727817,0.015087650919066498,0.0349406743437971,0.4316021631029078,-0.07749141926157566,0,momentum_standard_MCP1_20260129T192138Z
0.25134596291689304,0.01506788250349933,0.03494072481437887,0.43106299571431045,-0.07749638617338306,1,momentum_standard_MCP1_20260129T192138Z
0.24988532701216792,0.014988810431364907,0.034940950308467576,0.4289060143354027,-0.07751625297709941,5,momentum_standard_MCP1_20260129T192139Z
0.24806183571979257,0.01488997391892899,0.034941285303275685,0.4262090942018563,-0.07754108458389797,10,momentum_standard_MCP1_20260129T192139Z
0.24442251867481168,0.01469231281937855,0.03494213238706157,0.42081299451428333,-0.07759074147165856,20,momentum_standard_MCP1_20260129T192140Z
